text,label,rating,helpful_vote,verified_purchase,text_clean_for_split,text_hash,split
pal cosplay 2!,1,5,0,1,pal cosplay 2!,5408df116bd40b5708daa9bd0bba1ac7,calibration
"Some of these colors are stunning and some do not come out how you think. Great pallette, but I needed a little less shine.",0,4,3,1,"some of these colors are stunning and some do not come out how you think. great pallette, but i needed a little less shine.",36ed22a152ea575f5badc7e7c799b44f,calibration
"These are beautiful, but they pull my hair out every time I try to remove them, which is why I can only give them 3 stars. I have fine hair. Probably wouldn't be an issue if you have thick coarse hair.  And they arrived in a large box with no padding or packing material, which seemed waseful.",0,3,1,1,"these are beautiful, but they pull my hair out every time i try to remove them, which is why i can only give them 3 stars. i have fine hair. probably wouldn't be an issue if you have thick coarse hair. and they arrived in a large box with no padding or packing material, which seemed waseful.",125e36d23d24ec1ccb31d7c30c31299c,calibration
"Not what I expected at all. I usually use the magnetic kind. And I thought these were the same. But I guess I didn’t look carefully enough. They just don’t hold or stick as well as the magnetic kind. The eyeliner is kinda hard to take off too. I’d recommend finding another brand. Which is sad because when I opened it, I was so excited. The lashes looked great, packaging was great, and even the eyeliner was bedazzled! But alas, I’ll have to buy elsewhere. 🥺",0,2,0,1,"not what i expected at all. i usually use the magnetic kind. and i thought these were the same. but i guess i didn’t look carefully enough. they just don’t hold or stick as well as the magnetic kind. the eyeliner is kinda hard to take off too. i’d recommend finding another brand. which is sad because when i opened it, i was so excited. the lashes looked great, packaging was great, and even the eyeliner was bedazzled! but alas, i’ll have to buy elsewhere. 🥺",f4abab52865a67e69c5bc958dbb77bd5,calibration
This cologne is very good for the price. I've been using this cologne for about 12 years now! Really love it,1,5,0,0,this cologne is very good for the price. i've been using this cologne for about 12 years now! really love it,b5929a64d2b9806346dce55e1f963a16,calibration
Great for price,1,5,0,1,great for price,e653c7c3a35a8303c5454b0e0713947e,calibration
good sale,1,5,1,1,good sale,c9f22ea8edfa019e9c65d67dd8a97cfa,calibration
I absolutely love these colors! One had great sparkles and another was shimmery and sparkly with great opacity. Rich colors. I am a beginner and It goes on well and I was able to do an ombré easily with them. Works wonderful with my Melody Susie lamp :),1,5,0,0,i absolutely love these colors! one had great sparkles and another was shimmery and sparkly with great opacity. rich colors. i am a beginner and it goes on well and i was able to do an ombré easily with them. works wonderful with my melody susie lamp :),70f7c5143f49667e2cda1d4d18bad366,calibration
Not human hair I retuned and ordered from a African loc maker,0,1,2,1,not human hair i retuned and ordered from a african loc maker,f719455e3d9ffcb6831c4a072209f5a5,calibration
"Love this hair. Doesn’t shed ntn it’s just great. Soft, thick and value for your money. I got a lot a complements in this hair.",0,5,0,1,"love this hair. doesn’t shed ntn it’s just great. soft, thick and value for your money. i got a lot a complements in this hair.",069669d5dde6e1197f9fa388e201dca8,calibration
Liked the overall product,1,5,0,1,liked the overall product,8504f3ff9927b27bc33b7b7803cba75b,calibration
"I'm on my third bottle of this beard oil and I'm very happy with it. I like to grow full bore mountain man beards, especially during ski season, and this stuff keeps my beard feeling soft, controls stray hairs, and even gives it a richer, fuller color than when it's dry. No joke - some random guy in the car next to me at a stop light yesterday motioned to where his beard would be, pointed at me, and gave me a thumbs up. I think Flapwings deserves some of the credit for that.<br /><br />Also, why is it that 90% of my beard compliments are from other guys? Can't blame Flapwings for that but it’s a thing. I've had at least three people yell ""nice beard!"" or some variation of that while driving past. Am I being cat called? Is this sexual harassment? I don't know the answers but if you want a beard that compels strangers to yell compliments at you then give this stuff a try.",0,5,0,1,"i'm on my third bottle of this beard oil and i'm very happy with it. i like to grow full bore mountain man beards, especially during ski season, and this stuff keeps my beard feeling soft, controls stray hairs, and even gives it a richer, fuller color than when it's dry. no joke - some random guy in the car next to me at a stop light yesterday motioned to where his beard would be, pointed at me, and gave me a thumbs up. i think flapwings deserves some of the credit for that.<br /><br />also, why is it that 90% of my beard compliments are from other guys? can't blame flapwings for that but it’s a thing. i've had at least three people yell ""nice beard!"" or some variation of that while driving past. am i being cat called? is this sexual harassment? i don't know the answers but if you want a beard that compels strangers to yell compliments at you then give this stuff a try.",3b98de9836ac402c3e625d00b7587dd6,calibration
Turned my hair purple,1,1,0,1,turned my hair purple,9237006222cdf58fd8ee75777de2d8b4,calibration
The stones were to small,1,3,0,1,the stones were to small,f4e7a94c05187fe51325686f0b797dad,calibration
"This is an excellent assortment of attractive, quality gel polish, with base coat and top coat (no wipe and matte versions). The presentation elevates the worth as a gifting option.  One of the best features of this set is the bottles of gel polish provide actual representations of the contents. On the top of the cap is a sticker with proper identification of the color (including glitter, confetti varieties). Also on the front label is a small circle, under the brand name, that has an accurate portrayal of the contents. Finally, a company gets it. So, this boosts the rating a bit.<br />There are 16 varieties of gel polish, with confetti and glitter. The consistency is perfect, allowing application of a thin coat. An ability to apply a thin coat is essential, mainly due to the size of these bottles. They are 5ml (0.17fl oz), which is one of the smallest bottles of gel polish that i've encountered. This is actually a disappointing size/quantity of gel polish. Based on the size of the bottles of gel polish, I consider this to actually be a sampler set, as opposed to a set of 'normal' sized bottles of attractive confetti, glitter gel polishes. So, i guess one can try out the various polishes and then purchase larger bottles of desired varieties.<br />Overall, I feel all of the polishes in the assortment are visually attractive. The polishes are excellent quality, and produce excellent results. The significant other tested the gel on some fake nails, and i commented that it looks beautiful as is...no need to add any embellishments/decorations. She agreed., but said she'd combinde solid color gel polish with these, and add some rhinestones or other decorations, maybe create a marbled effect. I could see her creative juices flowing.<br />The product does match the descriptions and pictures in the product details. The presentation is effective and top notch. We like the quality and consistency of the gel polishes and base/top coats.  If the bottles were at least the size of the base/top coat bottles, this set would be perfect and worth 5 stars. As currently configured, based on observations and impressions, this quality 'sampler' set earns a 4.5 - 4.75 star rating, with a high level recommendation.",1,5,0,0,"this is an excellent assortment of attractive, quality gel polish, with base coat and top coat (no wipe and matte versions). the presentation elevates the worth as a gifting option. one of the best features of this set is the bottles of gel polish provide actual representations of the contents. on the top of the cap is a sticker with proper identification of the color (including glitter, confetti varieties). also on the front label is a small circle, under the brand name, that has an accurate portrayal of the contents. finally, a company gets it. so, this boosts the rating a bit.<br />there are 16 varieties of gel polish, with confetti and glitter. the consistency is perfect, allowing application of a thin coat. an ability to apply a thin coat is essential, mainly due to the size of these bottles. they are 5ml (0.17fl oz), which is one of the smallest bottles of gel polish that i've encountered. this is actually a disappointing size/quantity of gel polish. based on the size of the bottles of gel polish, i consider this to actually be a sampler set, as opposed to a set of 'normal' sized bottles of attractive confetti, glitter gel polishes. so, i guess one can try out the various polishes and then purchase larger bottles of desired varieties.<br />overall, i feel all of the polishes in the assortment are visually attractive. the polishes are excellent quality, and produce excellent results. the significant other tested the gel on some fake nails, and i commented that it looks beautiful as is...no need to add any embellishments/decorations. she agreed., but said she'd combinde solid color gel polish with these, and add some rhinestones or other decorations, maybe create a marbled effect. i could see her creative juices flowing.<br />the product does match the descriptions and pictures in the product details. the presentation is effective and top notch. we like the quality and consistency of the gel polishes and base/top coats. if the bottles were at least the size of the base/top coat bottles, this set would be perfect and worth 5 stars. as currently configured, based on observations and impressions, this quality 'sampler' set earns a 4.5 - 4.75 star rating, with a high level recommendation.",2c27aee269ec090ce8bff97664e50138,calibration
Bought this for my mother who is recovering from a hip injury.  This helps her confidence that she can manage without help and feel secure that she will not fall.,0,5,0,1,bought this for my mother who is recovering from a hip injury. this helps her confidence that she can manage without help and feel secure that she will not fall.,d81c26eaf1c8c1a077d37f15da8872a1,calibration
"I love the hair. I installed the hair about a month ago and I still love it. As soon as you wash it the curls convert back. The only issue is that the closure is too short. I got a 10in closure with 12, 14, 16 hair. The closure was so much shorter than the rest of the hair.",0,4,1,1,"i love the hair. i installed the hair about a month ago and i still love it. as soon as you wash it the curls convert back. the only issue is that the closure is too short. i got a 10in closure with 12, 14, 16 hair. the closure was so much shorter than the rest of the hair.",1781f4728c7d6077fdb4cfa4b96b5218,calibration
Very Sticky!,1,5,0,1,very sticky!,db664ceea34010e4dc90258d4f813e7a,calibration
Used for about 6 months now. Smooth and absorbs well. Use every night. Helps with redness and texture.,0,5,6,1,used for about 6 months now. smooth and absorbs well. use every night. helps with redness and texture.,69a1cdd9cd41d6a4edccf0c04e4b1951,calibration
They rip and tear your hair. You'll do less damage to your hair using a curling iron. Don't waste your money.,0,1,0,1,they rip and tear your hair. you'll do less damage to your hair using a curling iron. don't waste your money.,0da1d268b36caa16a845cf36178044ae,calibration
This was too small. The one i got was meant more for like a newborns head but the band is too bad for babies. Was a waste of my money and forced me to have to try other ones that are more expensive. You get what you pay for. Even if that means paying about 6 dollars still can give you crap.,0,1,0,1,this was too small. the one i got was meant more for like a newborns head but the band is too bad for babies. was a waste of my money and forced me to have to try other ones that are more expensive. you get what you pay for. even if that means paying about 6 dollars still can give you crap.,29f024ea0d36c91940bfd69f31364054,calibration
Its a bigger bar than usual so its hard to hold but works wonderfully!,0,5,0,1,its a bigger bar than usual so its hard to hold but works wonderfully!,f21ff4424f4234a31d8042f29e99b14e,calibration
we use it for our clients for waxing and it just gives them a little more peace of mind while they laying naked on the table.,0,5,2,1,we use it for our clients for waxing and it just gives them a little more peace of mind while they laying naked on the table.,dacb1a78df271c608381633a44c770e5,calibration
"I actually purchase this item for a friend, and she adores it. Nice",0,5,0,1,"i actually purchase this item for a friend, and she adores it. nice",5242c23be7ebdd93909774a4582e5aa7,calibration
"As described, arrived on time.",1,5,0,1,"as described, arrived on time.",65919f6e1f920b153235575d60a9586b,calibration
Excellent. My granddaughter  loved the dryer and styled.,0,5,0,1,excellent. my granddaughter loved the dryer and styled.,666b0a3ad15bfe5457a107677615d12e,calibration
I got different product,1,1,0,1,i got different product,2d284bb99a1ac30907abdb59b826db3c,calibration
It doesn't fit properly and keeps coming off while I'm shaving.,0,2,0,1,it doesn't fit properly and keeps coming off while i'm shaving.,7e650a69369f779ebb383d23cbeddbfb,calibration
"Fresh makes a great lip balm, but these small-size versions are soft and mushy.",1,2,0,0,"fresh makes a great lip balm, but these small-size versions are soft and mushy.",16afa2b60d0210089041e1b7d2ae1ef5,calibration
Feels good when used with the facial treatment. Works will for the function it should provide.  I would purchase again.,0,4,1,1,feels good when used with the facial treatment. works will for the function it should provide. i would purchase again.,12ff68fcbf2649205bede1e37c08c166,calibration
I love this product and can see myself purchasing again. I only gave it 4 stars because the activator bottle was empty. When I tried to get just that missing part sent to me they weren't able. I would have had to request a refund and purchase the whole set again. At that moment I wasn't sure if I was even going to like the product. I happen to have some from another brand I purchased previously so I was still able to do my nails.,1,4,0,1,i love this product and can see myself purchasing again. i only gave it 4 stars because the activator bottle was empty. when i tried to get just that missing part sent to me they weren't able. i would have had to request a refund and purchase the whole set again. at that moment i wasn't sure if i was even going to like the product. i happen to have some from another brand i purchased previously so i was still able to do my nails.,f3d2f1767d65db22f9c3de9430908685,calibration
"Oh, how I love this scent.  Not too strong, just pleasant!",0,5,0,1,"oh, how i love this scent. not too strong, just pleasant!",31de49425cd99d61f97afaebb743572e,calibration
"the package came in set of 2, using it before jogging and exercise in the morning even without those exercise i feel some heat from the gel but still at the point that it doesnt feel uncomfortable after finished 1 tube i feel some difference for the price its worth it to get another one",1,4,0,0,"the package came in set of 2, using it before jogging and exercise in the morning even without those exercise i feel some heat from the gel but still at the point that it doesnt feel uncomfortable after finished 1 tube i feel some difference for the price its worth it to get another one",2882311a7cdfcfbcd339c86fd71b613b,calibration
The quality is good.,1,4,0,1,the quality is good.,f33d3556156817af9c62fa6dfd824184,calibration
To big for my tongue,1,1,0,1,to big for my tongue,e0fa4ff069ba41f9ae6333b82b3c210e,calibration
My kids love them- we just wanted something to cover our bristles for travel and for sitting in the bathroom. They work perfectly!,0,4,0,1,my kids love them- we just wanted something to cover our bristles for travel and for sitting in the bathroom. they work perfectly!,046d1ac4dc45b65e0957fab4325022bd,calibration
Favorite ever! Ordering more now!,1,5,0,1,favorite ever! ordering more now!,bc2ea1b4f0d042bf0b60de4b29e7ce9b,calibration
Very sturdy and well made! Holds all my hair in all day and is comfortable. I like that I don’t have to readjust mid-day because my hair gets loose like my other clips. Highly recommended!,0,5,1,1,very sturdy and well made! holds all my hair in all day and is comfortable. i like that i don’t have to readjust mid-day because my hair gets loose like my other clips. highly recommended!,a9ea3f1b3ddf125b9eb0a0ead5e8f65c,calibration
"Love these headbands.  They are very soft, stay in place and are not too tight.  Would recommend!",0,5,1,1,"love these headbands. they are very soft, stay in place and are not too tight. would recommend!",95d14e10617a47d0f876aa76040983ec,calibration
"Read a lot of reviews on different micellar waters, settled on this one. Really glad I did. I have super sensitive skin, seems like everything gives me issues. I use this with an organic cotton round daily, and rinse lightly with water after. My skin is clearer and cleaner, without irritation. Highly recommend.",1,5,0,1,"read a lot of reviews on different micellar waters, settled on this one. really glad i did. i have super sensitive skin, seems like everything gives me issues. i use this with an organic cotton round daily, and rinse lightly with water after. my skin is clearer and cleaner, without irritation. highly recommend.",2d54073f95b91c564bd7607a6fa87abb,calibration
No debris. Smells fine. Serves the purpose.,1,5,1,1,no debris. smells fine. serves the purpose.,5260c5a99ae9a6076e3237dc8567069c,calibration
Love this product !!,1,5,0,1,love this product !!,9b5f7c6170fc0af9587cb4947f086cf7,calibration
"Best clay mask out there. Honestly the highest quality ingredients make a huge difference. You could buy some other products but they won't be as effective. Clears blemishes, exfoliates, and provides anti inflammatory effects.<br />If your on the fence about buying this please, just do it. I've wasted money on cheaper products only to have it catch up with me. You only need a little of this stuff to make a mask. Lasts a long time. 5 stars.",1,5,5,0,"best clay mask out there. honestly the highest quality ingredients make a huge difference. you could buy some other products but they won't be as effective. clears blemishes, exfoliates, and provides anti inflammatory effects.<br />if your on the fence about buying this please, just do it. i've wasted money on cheaper products only to have it catch up with me. you only need a little of this stuff to make a mask. lasts a long time. 5 stars.",a96ba4c780b6fa08b8af57b9465eee3b,calibration
"They are not the ""Nivea Tales"" Design and they all came damaged, some of them the cream leaked from the damage.",0,1,2,1,"they are not the ""nivea tales"" design and they all came damaged, some of them the cream leaked from the damage.",2bbf8463cfb13e13e3914626f57d825d,calibration
Hair is nice but cap is so big I can’t wear it. This was my first wig so I’m not sure if that’s normal.,0,3,1,1,hair is nice but cap is so big i can’t wear it. this was my first wig so i’m not sure if that’s normal.,5bb9ac1264e98138b09462dc56d5daf0,calibration
"This is a liquid/cream not a stick deodorant. The company does make a stick version. I don't know if it's sold on Amazon. I haven't used deodorant in about 40 years, but I was looking for something that would help with under-boob and nether-region sweat management. Works great!",0,5,5,1,"this is a liquid/cream not a stick deodorant. the company does make a stick version. i don't know if it's sold on amazon. i haven't used deodorant in about 40 years, but i was looking for something that would help with under-boob and nether-region sweat management. works great!",20f5d1406310be1dac6356ebd016bf3c,calibration
"My FAVORITE hair styling product in all the world.  It is challenging to find this product as it is usually sold out or there is a mfg shortage.  The product will add Curl or Body where you want it or Control where you need it.  Never any flaking or heavy build up.  Even keeps curls just where you want them or straight hair smooth.  Foxy Curls is the one and only for ANY type hair texture, cut  or style. A bottle last forever as it only takes a small amount to achieve the look you want.  I tend to want to purchase several bottles when I find them because I can't imagine life without Foxy Curls Spray.  Hands down, THE BEST styling product on the market.",1,5,3,1,"my favorite hair styling product in all the world. it is challenging to find this product as it is usually sold out or there is a mfg shortage. the product will add curl or body where you want it or control where you need it. never any flaking or heavy build up. even keeps curls just where you want them or straight hair smooth. foxy curls is the one and only for any type hair texture, cut or style. a bottle last forever as it only takes a small amount to achieve the look you want. i tend to want to purchase several bottles when i find them because i can't imagine life without foxy curls spray. hands down, the best styling product on the market.",81fab08bb8f429970de5fdad605a2f22,calibration
They don’t stick well at all I sent back for a refund. I guess it depends on the brand because I got some from AliExpress that stayed on for days….,0,1,3,1,they don’t stick well at all i sent back for a refund. i guess it depends on the brand because i got some from aliexpress that stayed on for days….,487e4ecfb62d4d63dd72c0062f80a3aa,calibration
I really like how my skin feels after using.,0,5,0,1,i really like how my skin feels after using.,500ebbfb8b2353c312cb971f0eb9901d,calibration
Purchased for my home gel manicures since I have an allergic response to UV rays. Def worth wearing and no more issues!,0,5,0,1,purchased for my home gel manicures since i have an allergic response to uv rays. def worth wearing and no more issues!,fab6149b60c093268e3b1d96101555df,calibration
I wanto to say that I highly recommend this perfume. I've got a lot of comments.<br />The scent of woody note last for hours .,0,5,0,1,i wanto to say that i highly recommend this perfume. i've got a lot of comments.<br />the scent of woody note last for hours .,42e9a3bf34c93c79295b68015ff84825,calibration
Bought these for my daughters birthday and she loves then,0,5,0,1,bought these for my daughters birthday and she loves then,f5622ccf9180fbacb6ea3f89ce6b9739,calibration
Made it look like you were ordering all these beautiful colors and they are not. Just a layer you use over a color. Very disappointed,0,1,0,1,made it look like you were ordering all these beautiful colors and they are not. just a layer you use over a color. very disappointed,c7b6c8a3cc8dcfc10ea91d6d95e06236,calibration
Didnt work..used for 2 months on eyelashed and eyebrows and saw 0 growth.,0,1,1,1,didnt work..used for 2 months on eyelashed and eyebrows and saw 0 growth.,d0b206ee8f192721a3fb1e00c80b51c9,calibration
"Great product. Easy to use. I have tried othera lash serum‘s before and have not been satisfied, but this one is perfect to me. I will definitely buy it again.",0,5,0,1,"great product. easy to use. i have tried othera lash serum‘s before and have not been satisfied, but this one is perfect to me. i will definitely buy it again.",b62405ec3aac0630f47a39f25a529bc2,calibration
"Works really well was a bit skeptical before I bought but I was wrong this balm is amazing helped so much from 14-2. I would go up so fast and with little to no pain about a size every 3-4 days and then every 5 days after 8g used it on my septum too going from 16-14 and it lasts quite a while for there to be so little of it. Overall I'm glad bought it, couldn't imagine stretching without it. Also currently going 0-2 it still hurts quite a bit trying to put the taper in but the balm is helping a lot",0,5,0,1,"works really well was a bit skeptical before i bought but i was wrong this balm is amazing helped so much from 14-2. i would go up so fast and with little to no pain about a size every 3-4 days and then every 5 days after 8g used it on my septum too going from 16-14 and it lasts quite a while for there to be so little of it. overall i'm glad bought it, couldn't imagine stretching without it. also currently going 0-2 it still hurts quite a bit trying to put the taper in but the balm is helping a lot",4c5a607dc0f82b5cde3531c2327b5336,calibration
Medium size. Not as full sized as my former clips so holds less hair.,0,5,2,1,medium size. not as full sized as my former clips so holds less hair.,28896592a5b59081e78eff7cb3abeae5,calibration
"The sheets got crumpled, luckily the tats are okay, just protective cover is crumpled. Other than that, pics don't do justice to the vibrance of them. Beautiful!",0,5,0,1,"the sheets got crumpled, luckily the tats are okay, just protective cover is crumpled. other than that, pics don't do justice to the vibrance of them. beautiful!",4bcd7b8ac9309cefd59460f97af75edf,calibration
"Fantanstic!  Close shave, without irritation.  This coming from a man who's closed shaven with razors all his life. Great investment.",1,5,0,0,"fantanstic! close shave, without irritation. this coming from a man who's closed shaven with razors all his life. great investment.",047d1c69ef9490b4c86ec3e521045ed4,calibration
This was not as a gift. Definitely recommend for a teenage girl.,0,5,0,1,this was not as a gift. definitely recommend for a teenage girl.,f69dfb245ffc73557f1a9535ff934f40,calibration
"I've had more alcohol heavy florida waters that are crisper as an aftershave.  This is the do-everything product we latinos have kept secret for years.  Can be used as an aftershave, deoderant, cologne or cleaning product.... and supposedly it brings good luck too...but I've had plenty of good and bad luck without it so don't rely too heavily.<br /><br />This one is okay, but there are better out there. Inexpensive and ships right to your house...what more can you want.  Smells better than some $50+ USD colognes.  Give it a try.",0,4,3,1,"i've had more alcohol heavy florida waters that are crisper as an aftershave. this is the do-everything product we latinos have kept secret for years. can be used as an aftershave, deoderant, cologne or cleaning product.... and supposedly it brings good luck too...but i've had plenty of good and bad luck without it so don't rely too heavily.<br /><br />this one is okay, but there are better out there. inexpensive and ships right to your house...what more can you want. smells better than some $50+ usd colognes. give it a try.",d976eeb8f5036a536cc7b6a6542d7170,calibration
"Perfect size, perfect color, perfect price!",1,5,0,1,"perfect size, perfect color, perfect price!",52a51f1b2e3c4cc12693f1af34ac0c44,calibration
Needed shower caps badly....could NOT find this type anywhere until I thought about Amazon...couldnt believe the price and the fit is great........Thank You so much AGAIN!!!!!!!!. Price beyond Unbelievable too!!!!!!!,1,5,0,1,needed shower caps badly....could not find this type anywhere until i thought about amazon...couldnt believe the price and the fit is great........thank you so much again!!!!!!!!. price beyond unbelievable too!!!!!!!,541f5c4fe546534b363e9a00791bec29,calibration
Lovely green color for fall or spring!,1,5,0,1,lovely green color for fall or spring!,9eb41d7cf2615bfe655cc87bbb019ce1,calibration
Great consistency,1,5,0,1,great consistency,34be78224496173a0347084b054322bc,calibration
"Well I have not tried these yet however I have tried another brand and I laid them out and you cannot tell a difference between them..except for the PRICE..the other one was 799 and I only got one in the package. These give you nine for 10..I mean ok right? It holds the wigs in place instead of the messy glue. Plus on another note, if you get migraines like I do, pressure around the head helps so if you put one of these on during a headache it helps..I know they were not made for that but I also told a friend and she tried it and agreed..",0,4,0,1,"well i have not tried these yet however i have tried another brand and i laid them out and you cannot tell a difference between them..except for the price..the other one was 799 and i only got one in the package. these give you nine for 10..i mean ok right? it holds the wigs in place instead of the messy glue. plus on another note, if you get migraines like i do, pressure around the head helps so if you put one of these on during a headache it helps..i know they were not made for that but i also told a friend and she tried it and agreed..",428810f734a09c56c91bb1f207b666d9,calibration
"Doesn't smell a lot like I had expected.  smell I mean, there was a faint scent, but I would have liked a little more.  The product did somewhat moisturized my skin.<br /><br />~UPDATE~<br />So, the seller reached out to me to correct this issue.  I was completely blown away by the service. I have purchased and reviewed many products on Amazon but I’d have to say this is the only seller that really wanted to rectify the “issue”. THANK YOU!<br /><br />With that, FIVE STARS! To me, customer service is everything! In fact, I may not have like the Watermelon, but I will try another scent!",1,5,6,1,"doesn't smell a lot like i had expected. smell i mean, there was a faint scent, but i would have liked a little more. the product did somewhat moisturized my skin.<br /><br />~update~<br />so, the seller reached out to me to correct this issue. i was completely blown away by the service. i have purchased and reviewed many products on amazon but i’d have to say this is the only seller that really wanted to rectify the “issue”. thank you!<br /><br />with that, five stars! to me, customer service is everything! in fact, i may not have like the watermelon, but i will try another scent!",f52afbf757d23fd7536cde4171e4d7ba,calibration
"Excellent quality blades. Started using them after using the stock blades, these are smooth and sharp, you can really tell  the difference. I suggest then to any with double edge razors.",0,5,1,1,"excellent quality blades. started using them after using the stock blades, these are smooth and sharp, you can really tell the difference. i suggest then to any with double edge razors.",5b1ad2c00beca123bef9f73f09c5225c,calibration
"The nails were very hard, which is good. They last long, but the only problem I had was that you could see the glue. Not sure if it was a user error, but it took away the beauty of the nails; very hard to remove tho, lol",1,4,0,1,"the nails were very hard, which is good. they last long, but the only problem i had was that you could see the glue. not sure if it was a user error, but it took away the beauty of the nails; very hard to remove tho, lol",f0b0c3c3ce174191be2e806da939e960,calibration
"Was so impressed with these, especially for the price. They didn't irritate me at all and I normally have sensitive skin. Great variety and colors.",0,5,0,1,"was so impressed with these, especially for the price. they didn't irritate me at all and i normally have sensitive skin. great variety and colors.",071681b28f50755163d989b48c7bee18,calibration
My daughter and her friends love it. Not to actually use it for their hair but to use it as a bracelet. I guess it looks cool. Excellent quality and value.,0,5,0,1,my daughter and her friends love it. not to actually use it for their hair but to use it as a bracelet. i guess it looks cool. excellent quality and value.,dba9970e6bb95b7dbffc6c2c470310af,calibration
"a great, quality product. Full coverage in a light and airy way, goes on smooth and blends well",0,5,0,1,"a great, quality product. full coverage in a light and airy way, goes on smooth and blends well",3a4e5e1d8d29332171670ced7f0021a4,calibration
"I tested this to make sure it works and it looks great! We are getting super excited for the holidays! This has two light heads, which is better than my last light. We are happy with this so far!",0,5,0,1,"i tested this to make sure it works and it looks great! we are getting super excited for the holidays! this has two light heads, which is better than my last light. we are happy with this so far!",122ec19e9050599eed76ca2a54d05c2b,calibration
"My 93-year old mother loves this bath brush. It’s gentle enough for her paper-thin skin, but still gives her that “scrubbed” feeling.  I ordered another for myself and will most likely order additional for dry skin exfoliation.<br />Both my mother and I are so happy with our brushes.",0,5,1,1,"my 93-year old mother loves this bath brush. it’s gentle enough for her paper-thin skin, but still gives her that “scrubbed” feeling. i ordered another for myself and will most likely order additional for dry skin exfoliation.<br />both my mother and i are so happy with our brushes.",259b17dbc80808dbe519d5e888741ae3,calibration
"This product is great for smoothing and for keeping hair from frizzing up on humid days . Brushable too, Too bad they stopped making it 😭 at least I can’t find it in stores",0,5,2,1,"this product is great for smoothing and for keeping hair from frizzing up on humid days . brushable too, too bad they stopped making it 😭 at least i can’t find it in stores",d2ff366594f0fcc5bf2b46fe402357a7,calibration
"They came just like the picture!! No Damage, delivered on time. I bought them for my son 1st Bday party great use 👍🏾. Even have some left over.",0,5,0,1,"they came just like the picture!! no damage, delivered on time. i bought them for my son 1st bday party great use 👍🏾. even have some left over.",d683d546a52d3f8912e90586db3e1a7f,calibration
"The product is as expected. This is my first time using this formula, hopefully this performs better than the mega. No complaints.",0,3,0,1,"the product is as expected. this is my first time using this formula, hopefully this performs better than the mega. no complaints.",03811bd6d18a933d7b57e3318536a367,calibration
"Stable well made brush holder, unlike cheaper versions that cracked after using 2 times... If you have quality brushes, this is one tool to protect them from water damage in the ferule area.",0,5,0,1,"stable well made brush holder, unlike cheaper versions that cracked after using 2 times... if you have quality brushes, this is one tool to protect them from water damage in the ferule area.",4176582ed7cf27da48cd1a00b096bf0b,calibration
"The color ""Ladies Night"" is an amazingly deep and rich dark red. The formula was lovely to wear, and very pigmented. It does smudge if you bump it, so it's not going to be food and drink proof or budge proof, but it did last as long as I wasn't eating and drinking. It didn't feather, or dry out my lips like some matte formulas. 10/10 would buy again!",0,5,0,1,"the color ""ladies night"" is an amazingly deep and rich dark red. the formula was lovely to wear, and very pigmented. it does smudge if you bump it, so it's not going to be food and drink proof or budge proof, but it did last as long as i wasn't eating and drinking. it didn't feather, or dry out my lips like some matte formulas. 10/10 would buy again!",1cf4c9df49daf9ac868b4a38d93697bc,calibration
"Good quality, this fits more than expected. Love the extra topper that it comes with! Happy customer.",0,5,3,1,"good quality, this fits more than expected. love the extra topper that it comes with! happy customer.",d1949f75b5127400f15c2d0019538bed,calibration
"Headband works great for when I have to wear a mask all day at work, takes the pressure off of the back of my ears.",0,5,0,1,"headband works great for when i have to wear a mask all day at work, takes the pressure off of the back of my ears.",8972da098ee7dd85b5d381ebb93ddd27,calibration
I used this hair to create crochet twists and it was very easy! The hair does have a very light plastic type smell. The hair is soft. I didnt need to separate it before twisting!<br />I love the color. The photo shows the ACTUAL color! I would definitely purchase again. I've also purchaded Beyond Beauty's crochet twists (the ones that come pretwisted) and I loved those as well😊,0,4,0,1,i used this hair to create crochet twists and it was very easy! the hair does have a very light plastic type smell. the hair is soft. i didnt need to separate it before twisting!<br />i love the color. the photo shows the actual color! i would definitely purchase again. i've also purchaded beyond beauty's crochet twists (the ones that come pretwisted) and i loved those as well😊,b4b687d6bcf9f585e2a588e45068c695,calibration
"This is a fantastic product.  I love the ingredients and the results are great.  Whiter teeth.  I tried 2 other similar products on Amazon while this product was unavailable.  Had to return them, as the ingredients were not at all as advertised.  I trust this product, and will be ordering it again.",1,5,0,0,"this is a fantastic product. i love the ingredients and the results are great. whiter teeth. i tried 2 other similar products on amazon while this product was unavailable. had to return them, as the ingredients were not at all as advertised. i trust this product, and will be ordering it again.",c9442dd5ba8a6a706fc54711004a94ed,calibration
Beautiful green<br />Hard to find,1,5,0,1,beautiful green<br />hard to find,5b92da0c7a24e95a14f4abdf38b03016,calibration
"Always love this product, I've been using it for the past two years. I don't go without it!",0,5,28,1,"always love this product, i've been using it for the past two years. i don't go without it!",05159072a7691f4e7c859c9e64d2d9a9,calibration
Better than running to store!,1,5,0,1,better than running to store!,c45e6360194eaf24fc5c3407b315e760,calibration
